index;periode;session_start_time;session_end_time;consumption_kw;charging_start_time;charging_end_time;session_duration;charging_duration;max_power_kW
946;Autres;2023-08-23 09:49:00;2023-08-23 10:29:00;4,268;2023-08-23 09:49:00;2023-08-23 10:29:00;41;41;6,4
947;Autres;2023-08-22 09:04:00;2023-08-22 18:00:00;10,112;2023-08-22 09:04:00;2023-08-22 15:18:00;537;375;3,5
948;Autres;2023-08-22 07:02:00;2023-08-22 17:49:00;38,78;2023-08-22 07:02:00;2023-08-22 12:47:00;647;345;7,2
949;Autres;2023-08-22 11:12:00;2023-08-22 17:33:00;11,787;2023-08-22 11:12:00;2023-08-22 15:10:00;382;239;3,5
950;Autres;2023-08-22 08:33:00;2023-08-22 13:10:00;4,277;2023-08-22 08:33:00;2023-08-22 11:23:00;278;171;1,6
951;Autres;2023-08-21 13:31:00;2023-08-21 18:08:00;33,312;2023-08-21 13:31:00;2023-08-21 18:08:00;278;278;7,3
952;Autres;2023-08-21 09:26:00;2023-08-21 17:31:00;13,159;2023-08-21 09:26:00;2023-08-21 16:36:00;485;430;3,6
953;Autres;2023-08-19 14:58:00;2023-08-21 07:22:00;30,311;2023-08-19 14:58:00;2023-08-21 03:41:00;2425;2203;7,8
954;Autres;2023-08-18 06:57:00;2023-08-18 16:55:00;18,023;2023-08-18 06:57:00;2023-08-18 09:40:00;599;164;8,2
955;Autres;2023-08-18 10:46:00;2023-08-18 15:37:00;13,819;2023-08-18 10:46:00;2023-08-18 15:28:00;292;283;3,6
956;Autres;2023-08-18 08:30:00;2023-08-18 14:57:00;4,094;2023-08-18 08:30:00;2023-08-18 11:05:00;387;156;1,6
957;Autres;2023-08-17 20:52:00;2023-08-18 10:44:00;22,155;2023-08-17 20:52:00;2023-08-17 23:47:00;833;176;7,8
958;Autres;2023-08-16 09:24:00;2023-08-16 14:49:00;38,627;2023-08-16 09:24:00;2023-08-16 14:49:00;326;325;7,4
959;Autres;2023-08-15 14:49:00;2023-08-16 08:59:00;36,428;2023-08-15 14:49:00;2023-08-16 07:14:00;1090;985;7,9
960;Autres;2023-08-14 13:58:00;2023-08-14 18:34:00;15,133;2023-08-14 13:58:00;2023-08-14 18:34:00;277;277;3,5
961;Autres;2023-08-12 17:00:00;2023-08-14 11:39:00;0,016;2023-08-12 17:00:00;2023-08-14 11:39:00;2559;2559;0
962;Autres;2023-08-12 16:25:00;2023-08-13 09:41:00;21,981;2023-08-12 16:25:00;2023-08-12 19:20:00;1036;175;7,9
963;Autres;2023-08-10 19:37:00;2023-08-11 07:03:00;47,5;2023-08-10 19:37:00;2023-08-11 01:52:00;687;375;7,7
964;Autres;2023-08-09 18:07:00;2023-08-10 07:19:00;48,91;2023-08-09 18:07:00;2023-08-10 01:14:00;792;427;7,2
965;Autres;2023-08-09 15:48:00;2023-08-09 15:53:00;0,001;2023-08-09 15:48:00;2023-08-09 15:53:00;5;5;0
966;Autres;2023-08-07 12:09:00;2023-08-07 18:09:00;34,532;2023-08-07 12:09:00;2023-08-07 17:17:00;361;308;7,2
967;Autres;2023-08-07 08:08:00;2023-08-07 16:18:00;38,694;2023-08-07 08:08:00;2023-08-07 13:51:00;491;343;7,3
968;Autres;2023-08-07 11:02:00;2023-08-07 12:41:00;11,458;2023-08-07 11:02:00;2023-08-07 12:41:00;100;100;7
969;Autres;2023-08-06 15:44:00;2023-08-06 18:45:00;20,221;2023-08-06 15:44:00;2023-08-06 18:27:00;181;163;7,8
970;Autres;2023-08-04 20:37:00;2023-08-05 08:54:00;50,008;2023-08-04 20:37:00;2023-08-05 03:16:00;737;400;8
971;Autres;2023-08-04 08:18:00;2023-08-04 17:45:00;18,404;2023-08-04 08:18:00;2023-08-04 11:04:00;568;167;7,1
972;Autres;2023-08-04 08:34:00;2023-08-04 13:38:00;3,458;2023-08-04 08:34:00;2023-08-04 10:49:00;304;136;1,6
973;Autres;2023-08-02 07:01:00;2023-08-03 18:02:00;59,784;2023-08-02 07:01:00;2023-08-02 15:40:00;2101;520;7,2
974;Autres;2023-08-03 07:52:00;2023-08-03 17:36:00;35,701;2023-08-03 07:52:00;2023-08-03 15:06:00;584;434;7,4
975;Autres;2023-08-03 08:39:00;2023-08-03 12:05:00;16,278;2023-08-03 08:39:00;2023-08-03 12:05:00;206;206;6,6
976;Autres;2023-08-02 08:35:00;2023-08-02 12:18:00;4,131;2023-08-02 08:35:00;2023-08-02 11:20:00;223;166;1,6
977;Autres;2023-08-02 08:52:00;2023-08-02 12:10:00;17,666;2023-08-02 08:52:00;2023-08-02 11:32:00;199;161;7,1
978;Autres;2023-08-01 08:58:00;2023-08-01 18:18:00;41,355;2023-08-01 08:58:00;2023-08-01 14:44:00;561;347;7,4
979;Autres;2023-07-31 11:41:00;2023-07-31 18:44:00;9,444;2023-07-31 11:41:00;2023-07-31 15:06:00;423;206;3,6
980;Autres;2023-07-30 07:09:00;2023-07-30 17:14:00;42,004;2023-07-30 07:09:00;2023-07-30 13:24:00;606;376;7,2
981;Autres;2023-07-28 07:53:00;2023-07-28 19:23:00;37,599;2023-07-28 07:53:00;2023-07-28 13:13:00;691;321;7,3
982;Autres;2023-07-28 13:55:00;2023-07-28 19:18:00;39,312;2023-07-28 13:55:00;2023-07-28 19:18:00;323;323;7,4
983;Autres;2023-07-28 08:43:00;2023-07-28 18:29:00;28,58;2023-07-28 08:43:00;2023-07-28 14:52:00;587;370;4,8
984;Autres;2023-07-28 08:33:00;2023-07-28 15:22:00;5,181;2023-07-28 08:33:00;2023-07-28 11:53:00;410;201;1,6
985;Autres;2023-07-27 12:06:00;2023-07-27 13:31:00;4,498;2023-07-27 12:06:00;2023-07-27 12:52:00;85;47;7
986;Autres;2023-07-27 08:33:00;2023-07-27 12:03:00;10,485;2023-07-27 08:33:00;2023-07-27 10:44:00;210;131;6,6
987;Autres;2023-07-26 14:44:00;2023-07-26 18:47:00;28,812;2023-07-26 14:44:00;2023-07-26 18:47:00;243;243;7,1
988;Autres;2023-07-26 12:54:00;2023-07-26 16:47:00;4,97;2023-07-26 12:54:00;2023-07-26 15:00:00;233;126;2,5
989;Autres;2023-07-26 12:09:00;2023-07-26 13:27:00;8,078;2023-07-26 12:09:00;2023-07-26 13:27:00;78;78;6,9
990;Autres;2023-07-26 08:44:00;2023-07-26 12:37:00;28,708;2023-07-26 08:45:00;2023-07-26 12:37:00;233;233;7,6
991;Autres;2023-07-25 11:39:00;2023-07-25 19:00:00;9,215;2023-07-25 11:40:00;2023-07-25 14:57:00;441;198;3,6
992;Autres;2023-07-25 07:50:00;2023-07-25 16:34:00;30,793;2023-07-25 07:50:00;2023-07-25 14:16:00;525;387;7,5
993;Autres;2023-07-24 12:05:00;2023-07-24 19:38:00;5,732;2023-07-24 12:05:00;2023-07-24 14:21:00;453;137;3,5
994;Autres;2023-07-24 08:56:00;2023-07-24 15:36:00;20,821;2023-07-24 08:56:00;2023-07-24 12:05:00;401;190;7
995;Autres;2023-07-24 08:19:00;2023-07-24 15:16:00;3,393;2023-07-24 08:19:00;2023-07-24 10:34:00;417;135;1,6
996;Autres;2023-07-22 07:05:00;2023-07-22 15:17:00;35,037;2023-07-22 07:05:00;2023-07-22 12:18:00;492;314;7,2
997;Autres;2023-07-21 11:52:00;2023-07-21 19:01:00;9,582;2023-07-21 11:52:00;2023-07-21 15:25:00;429;213;3,6
998;Autres;2023-07-21 07:55:00;2023-07-21 18:57:00;37,862;2023-07-21 07:55:00;2023-07-21 13:19:00;663;324;7,3
999;Autres;2023-07-21 08:42:00;2023-07-21 18:08:00;34,928;2023-07-21 08:42:00;2023-07-21 13:40:00;567;299;7,3
1000;Autres;2023-07-21 08:40:00;2023-07-21 16:30:00;37,582;2023-07-21 08:41:00;2023-07-21 16:17:00;470;457;7,6
1001;Autres;2023-07-21 14:12:00;2023-07-21 16:04:00;6,425;2023-07-21 14:12:00;2023-07-21 16:04:00;113;113;3,6
1002;Autres;2023-07-21 09:41:00;2023-07-21 14:07:00;32,709;2023-07-21 09:41:00;2023-07-21 14:07:00;267;267;7,6
1003;Autres;2023-07-21 12:09:00;2023-07-21 13:15:00;7,533;2023-07-21 12:09:00;2023-07-21 13:15:00;66;66;6,9
1004;Autres;2023-07-20 09:11:00;2023-07-20 17:14:00;13,382;2023-07-20 09:11:00;2023-07-20 16:27:00;483;436;3,6
1005;Autres;2023-07-20 12:08:00;2023-07-20 13:12:00;7,213;2023-07-20 12:08:00;2023-07-20 13:12:00;64;64;6,9
1006;Autres;2023-07-20 08:33:00;2023-07-20 12:56:00;10,664;2023-07-20 08:33:00;2023-07-20 10:55:00;264;142;6,6
1007;Autres;2023-07-19 07:04:00;2023-07-19 18:57:00;34,407;2023-07-19 07:04:00;2023-07-19 12:13:00;713;309;9,9
1008;Autres;2023-07-19 08:37:00;2023-07-19 18:06:00;46,764;2023-07-19 08:37:00;2023-07-19 16:36:00;570;480;8,7
1009;Autres;2023-07-19 11:27:00;2023-07-19 18:04:00;49,041;2023-07-19 11:27:00;2023-07-19 18:04:00;397;397;7,7
1010;Autres;2023-07-19 08:20:00;2023-07-19 17:16:00;29,433;2023-07-19 08:20:00;2023-07-19 12:35:00;536;255;7,7
1011;Autres;2023-07-18 11:33:00;2023-07-18 19:39:00;9,102;2023-07-18 11:33:00;2023-07-18 14:49:00;486;196;3,5
1012;Autres;2023-07-18 08:54:00;2023-07-18 15:37:00;12,784;2023-07-18 08:54:00;2023-07-18 12:50:00;403;237;3,6
1013;Autres;2023-07-18 11:33:00;2023-07-18 13:16:00;4,07;2023-07-18 11:33:00;2023-07-18 13:16:00;103;103;2,5
1014;Autres;2023-07-17 11:58:00;2023-07-17 18:55:00;9,637;2023-07-17 11:58:00;2023-07-17 15:35:00;417;218;3,7
1015;Autres;2023-07-17 13:30:00;2023-07-17 18:22:00;18,577;2023-07-17 13:30:00;2023-07-17 16:20:00;292;170;7,1
1016;Autres;2023-07-17 08:09:00;2023-07-17 17:25:00;32,57;2023-07-17 08:09:00;2023-07-17 13:33:00;556;324;6,6
1017;Autres;2023-07-17 08:58:00;2023-07-17 12:07:00;4,075;2023-07-17 08:58:00;2023-07-17 11:38:00;190;161;1,6
1018;Autres;2023-07-16 07:02:00;2023-07-16 17:22:00;18,076;2023-07-16 07:02:00;2023-07-16 09:46:00;621;165;7,2
1019;Autres;2023-07-14 13:08:00;2023-07-14 15:01:00;12,563;2023-07-14 13:08:00;2023-07-14 14:50:00;114;103;7,6
1020;Autres;2023-07-13 19:10:00;2023-07-14 07:04:00;40,424;2023-07-13 19:10:00;2023-07-14 00:34:00;715;325;7,8
1021;Autres;2023-07-13 10:03:00;2023-07-13 17:46:00;12,959;2023-07-13 10:03:00;2023-07-13 17:10:00;463;428;5,2
1022;Autres;2023-07-13 14:22:00;2023-07-13 16:55:00;8,468;2023-07-13 14:22:00;2023-07-13 16:55:00;153;153;3,5
1023;Autres;2023-07-13 08:05:00;2023-07-13 16:29:00;18,028;2023-07-13 08:05:00;2023-07-13 12:58:00;504;293;7,2
1024;Autres;2023-07-13 08:53:00;2023-07-13 16:16:00;40,875;2023-07-13 08:54:00;2023-07-13 14:37:00;443;343;7,4
1025;Autres;2023-07-13 07:53:00;2023-07-13 15:45:00;9,415;2023-07-13 07:53:00;2023-07-13 09:20:00;472;87;7,4
1026;Autres;2023-07-13 08:43:00;2023-07-13 15:18:00;20,806;2023-07-13 08:43:00;2023-07-13 12:23:00;396;221;6,6
1027;Autres;2023-07-13 12:50:00;2023-07-13 14:33:00;11,036;2023-07-13 12:50:00;2023-07-13 14:33:00;104;104;7
1028;Autres;2023-07-13 09:14:00;2023-07-13 12:24:00;3,898;2023-07-13 09:14:00;2023-07-13 11:49:00;190;156;1,6
1029;Autres;2023-07-12 13:30:00;2023-07-12 19:04:00;39,897;2023-07-12 13:30:00;2023-07-12 19:04:00;335;335;7,4
1030;Autres;2023-07-12 07:58:00;2023-07-12 18:52:00;31,07;2023-07-12 07:58:00;2023-07-12 12:25:00;654;268;7,4
1031;Autres;2023-07-11 18:29:00;2023-07-12 08:22:00;49,235;2023-07-11 18:29:00;2023-07-12 01:03:00;834;394;7,7
1032;Autres;2023-07-11 15:25:00;2023-07-11 16:59:00;5,038;2023-07-11 15:25:00;2023-07-11 16:59:00;94;94;3,4
1033;Autres;2023-07-11 10:57:00;2023-07-11 16:20:00;9,283;2023-07-11 10:57:00;2023-07-11 16:20:00;323;323;1,8
1034;Autres;2023-07-11 12:25:00;2023-07-11 15:21:00;20,302;2023-07-11 12:25:00;2023-07-11 15:21:00;177;177;7
1035;Autres;2023-07-11 09:21:00;2023-07-11 13:47:00;13,251;2023-07-11 09:21:00;2023-07-11 13:27:00;266;246;3,6
1036;Autres;2023-07-10 09:37:00;2023-07-10 18:55:00;36,566;2023-07-10 09:37:00;2023-07-10 17:19:00;558;462;4,9
1037;Autres;2023-07-10 08:27:00;2023-07-10 17:19:00;30,431;2023-07-10 08:27:00;2023-07-10 13:36:00;532;310;6,8
1038;Autres;2023-07-08 07:51:00;2023-07-08 21:29:00;14,772;2023-07-08 07:51:00;2023-07-08 12:42:00;818;292;3,6
1039;Autres;2023-07-07 19:33:00;2023-07-08 07:33:00;37,766;2023-07-07 19:33:00;2023-07-08 00:32:00;721;299;7,9
1040;Autres;2023-07-07 22:37:00;2023-07-08 02:15:00;4,587;2023-07-07 22:37:00;2023-07-08 01:43:00;218;186;1,6
1041;Autres;2023-07-07 08:00:00;2023-07-07 19:17:00;37,944;2023-07-07 08:00:00;2023-07-07 13:24:00;677;324;7,3
1042;Autres;2023-07-07 16:14:00;2023-07-07 17:42:00;4,384;2023-07-07 16:14:00;2023-07-07 17:42:00;88;88;3,4
1043;Autres;2023-07-07 08:00:00;2023-07-07 16:59:00;29,735;2023-07-07 08:00:00;2023-07-07 12:19:00;540;260;7,6
1044;Autres;2023-07-07 06:38:00;2023-07-07 16:29:00;3,312;2023-07-07 06:38:00;2023-07-07 08:03:00;591;86;2,4
1045;Autres;2023-07-07 09:13:00;2023-07-07 13:38:00;12,624;2023-07-07 09:13:00;2023-07-07 13:10:00;266;237;3,6
1046;Autres;2023-07-06 09:42:00;2023-07-06 19:41:00;40,831;2023-07-06 09:42:00;2023-07-06 15:47:00;599;366;7,3
1047;Autres;2023-07-06 13:08:00;2023-07-06 18:08:00;30,113;2023-07-06 13:08:00;2023-07-06 17:38:00;301;271;7,2
1048;Autres;2023-07-06 11:45:00;2023-07-06 17:39:00;1,913;2023-07-06 11:45:00;2023-07-06 14:50:00;355;186;3,5
1049;Autres;2023-07-06 11:59:00;2023-07-06 17:29:00;1,986;2023-07-06 11:59:00;2023-07-06 13:14:00;330;76;1,5
1050;Autres;2023-07-06 11:48:00;2023-07-06 17:10:00;17,985;2023-07-06 11:48:00;2023-07-06 15:03:00;322;196;6,6
1051;Autres;2023-07-06 12:09:00;2023-07-06 13:45:00;10,866;2023-07-06 12:09:00;2023-07-06 13:45:00;96;96;6,9
1052;Autres;2023-07-06 08:40:00;2023-07-06 12:09:00;14,253;2023-07-06 08:40:00;2023-07-06 11:24:00;210;165;6,8
1053;Autres;2023-07-06 06:39:00;2023-07-06 11:18:00;8,869;2023-07-06 06:39:00;2023-07-06 10:24:00;279;225;2,5
1054;Autres;2023-07-06 08:59:00;2023-07-06 11:13:00;7,681;2023-07-06 08:59:00;2023-07-06 11:13:00;135;135;3,5
1055;Autres;2023-07-05 17:19:00;2023-07-06 07:47:00;45,117;2023-07-05 17:19:00;2023-07-06 05:16:00;868;717;7,7
1056;Autres;2023-07-05 13:14:00;2023-07-05 17:12:00;4,24;2023-07-05 13:14:00;2023-07-05 16:04:00;238;170;1,6
1057;Autres;2023-07-05 09:16:00;2023-07-05 17:01:00;12,76;2023-07-05 09:17:00;2023-07-05 16:18:00;465;422;3,6
1058;Autres;2023-07-04 19:30:00;2023-07-05 12:11:00;22,595;2023-07-04 19:30:00;2023-07-05 02:48:00;1002;438;3,5
1059;Autres;2023-07-05 08:20:00;2023-07-05 10:59:00;3,931;2023-07-05 08:20:00;2023-07-05 10:59:00;159;159;1,6
1060;Autres;2023-07-04 13:13:00;2023-07-04 17:26:00;27,761;2023-07-04 13:13:00;2023-07-04 17:26:00;254;254;6,6
1061;Autres;2023-07-04 06:54:00;2023-07-04 08:44:00;3,711;2023-07-04 06:54:00;2023-07-04 08:30:00;110;96;2,5
1062;Autres;2023-07-03 17:44:00;2023-07-03 20:52:00;10,415;2023-07-03 17:44:00;2023-07-03 20:52:00;188;188;3,6
1063;Autres;2023-07-03 09:19:00;2023-07-03 17:31:00;12,727;2023-07-03 09:19:00;2023-07-03 16:21:00;493;423;3,5
1064;Autres;2023-07-03 09:42:00;2023-07-03 16:54:00;25,146;2023-07-03 09:42:00;2023-07-03 13:59:00;433;258;6,6
1065;Autres;2023-07-03 08:37:00;2023-07-03 11:48:00;4,209;2023-07-03 08:37:00;2023-07-03 11:27:00;192;171;1,6
1066;Autres;2023-07-02 16:49:00;2023-07-03 10:56:00;5,844;2023-07-02 16:49:00;2023-07-02 19:20:00;1087;151;2,4
1067;Autres;2023-07-02 18:51:00;2023-07-03 07:27:00;44,412;2023-07-02 18:51:00;2023-07-03 00:42:00;757;351;7,7
1068;Autres;2023-07-01 19:27:00;2023-07-02 11:46:00;15,104;2023-07-01 19:27:00;2023-07-02;979;273;3,5
1069;Autres;2023-06-30 11:18:00;2023-06-30 19:25:00;9,22;2023-06-30 11:18:00;2023-06-30 14:42:00;487;205;3,5
1070;Autres;2023-06-30 08:01:00;2023-06-30 18:55:00;29,061;2023-06-30 08:01:00;2023-06-30 12:12:00;654;251;7,4
1071;Autres;2023-06-30 08:09:00;2023-06-30 16:33:00;43,945;2023-06-30 08:09:00;2023-06-30 14:31:00;504;382;7,4
1072;Autres;2023-06-30 09:06:00;2023-06-30 15:52:00;11,922;2023-06-30 09:06:00;2023-06-30 15:52:00;406;406;3,6
1073;Autres;2023-06-30 09:41:00;2023-06-30 13:23:00;11,982;2023-06-30 09:41:00;2023-06-30 13:23:00;223;223;3,5
1074;Autres;2023-06-30 12:17:00;2023-06-30 13:00:00;4,689;2023-06-30 12:17:00;2023-06-30 13:00:00;44;44;6,5
1075;Autres;2023-06-30 08:29:00;2023-06-30 12:18:00;3,842;2023-06-30 08:29:00;2023-06-30 10:59:00;229;151;1,6
1076;Autres;2023-06-30 06:11:00;2023-06-30 11:16:00;28,853;2023-06-30 06:12:00;2023-06-30 10:47:00;305;276;7,2
1077;Autres;2023-06-29 09:26:00;2023-06-29 17:39:00;13,366;2023-06-29 09:26:00;2023-06-29 16:38:00;494;433;3,6
1078;Autres;2023-06-29 09:52:00;2023-06-29 17:14:00;22,954;2023-06-29 09:52:00;2023-06-29 13:46:00;442;235;6,6
1079;Autres;2023-06-29 08:39:00;2023-06-29 14:37:00;11,431;2023-06-29 08:39:00;2023-06-29 11:09:00;358;150;6,6
1080;Autres;2023-06-29 08:58:00;2023-06-29 13:14:00;30,406;2023-06-29 08:58:00;2023-06-29 13:13:00;256;256;7,2
1081;Autres;2023-06-29 08:28:00;2023-06-29 11:40:00;2,991;2023-06-29 08:28:00;2023-06-29 09:43:00;192;76;2,5
1082;Autres;2023-06-28 17:01:00;2023-06-29 08:21:00;44,897;2023-06-28 17:01:00;2023-06-28 23:04:00;920;363;7,8
1083;Autres;2023-06-28 14:17:00;2023-06-28 19:01:00;34,82;2023-06-28 14:17:00;2023-06-28 19:01:00;284;284;7,4
1084;Autres;2023-06-28 14:39:00;2023-06-28 17:55:00;5,676;2023-06-28 14:39:00;2023-06-28 17:05:00;196;146;2,5
1085;Autres;2023-06-28 13:53:00;2023-06-28 16:57:00;10,507;2023-06-28 13:53:00;2023-06-28 16:57:00;185;185;3,6
1086;Autres;2023-06-28 08:23:00;2023-06-28 11:50:00;4,049;2023-06-28 08:23:00;2023-06-28 11:03:00;207;161;1,6
1087;Autres;2023-06-27 18:51:00;2023-06-27 22:15:00;11,115;2023-06-27 18:51:00;2023-06-27 22:15:00;205;205;3,6
1088;Autres;2023-06-27 15:44:00;2023-06-27 21:40:00;13,322;2023-06-27 15:45:00;2023-06-27 19:54:00;356;249;3,6
1089;Autres;2023-06-27 10:15:00;2023-06-27 14:32:00;14,001;2023-06-27 10:15:00;2023-06-27 14:32:00;258;258;3,4
1090;Autres;2023-06-27 09:50:00;2023-06-27 10:53:00;3,577;2023-06-27 09:50:00;2023-06-27 10:53:00;64;64;3,4
1091;Autres;2023-06-26 08:15:00;2023-06-26 19:44:00;16,205;2023-06-26 08:15:00;2023-06-26 10:39:00;689;144;7,4
1092;Autres;2023-06-26 12:10:00;2023-06-26 18:22:00;18,4;2023-06-26 12:10:00;2023-06-26 15:00:00;372;170;7
1093;Autres;2023-06-26 09:24:00;2023-06-26 17:46:00;33,869;2023-06-26 09:25:00;2023-06-26 15:26:00;502;362;6,6
1094;Autres;2023-06-26 09:24:00;2023-06-26 17:28:00;13,299;2023-06-26 09:24:00;2023-06-26 16:35:00;484;431;3,6
1095;Autres;2023-06-26 08:30:00;2023-06-26 16:06:00;5,923;2023-06-26 08:30:00;2023-06-26 11:01:00;456;151;2,5
1096;Autres;2023-06-26 08:22:00;2023-06-26 12:59:00;3,186;2023-06-26 08:22:00;2023-06-26 10:27:00;278;125;1,6
1097;Autres;2023-06-25 19:56:00;2023-06-26 08:18:00;13,02;2023-06-25 19:56:00;2023-06-25 23:58:00;743;242;3,6
1098;Autres;2023-06-21 09:56:00;2023-06-24 13:50:00;44,366;2023-06-21 09:56:00;2023-06-21 15:54:00;4555;358;12,6
1099;Autres;2023-06-23 09:28:00;2023-06-23 21:41:00;23,966;2023-06-23 09:28:00;2023-06-23 13:07:00;733;219;7,2
1100;Autres;2023-06-23 07:58:00;2023-06-23 19:07:00;36,794;2023-06-23 07:58:00;2023-06-23 13:15:00;669;317;7,3
1101;Autres;2023-06-23 13:47:00;2023-06-23 19:05:00;10,226;2023-06-23 13:47:00;2023-06-23 17:01:00;319;194;3,5
1102;Autres;2023-06-23 12:30:00;2023-06-23 19:03:00;39,534;2023-06-23 12:30:00;2023-06-23 18:22:00;393;352;7,1
1103;Autres;2023-06-23 11:24:00;2023-06-23 18:33:00;9,331;2023-06-23 11:24:00;2023-06-23 14:51:00;429;208;3,7
1104;Autres;2023-06-23 09:09:00;2023-06-23 14:31:00;7,533;2023-06-23 09:09:00;2023-06-23 12:20:00;322;191;2,5
1105;Autres;2023-06-23 07:32:00;2023-06-23 12:07:00;3,248;2023-06-23 07:32:00;2023-06-23 09:42:00;276;131;1,6
1106;Autres;2023-06-23 08:23:00;2023-06-23 12:00:00;11,91;2023-06-23 08:23:00;2023-06-23 12:00:00;217;217;3,6
1107;Autres;2023-06-22 16:00:00;2023-06-22 20:44:00;15,569;2023-06-22 16:00:00;2023-06-22 20:44:00;285;285;3,6
1108;Autres;2023-06-22 12:49:00;2023-06-22 18:23:00;9,039;2023-06-22 12:49:00;2023-06-22 16:06:00;334;197;3,5
1109;Autres;2023-06-22 09:55:00;2023-06-22 17:21:00;13,394;2023-06-22 09:55:00;2023-06-22 17:12:00;446;438;3,5
1110;Autres;2023-06-22 13:34:00;2023-06-22 17:15:00;26,637;2023-06-22 13:34:00;2023-06-22 17:15:00;221;221;7,3
1111;Autres;2023-06-22 12:14:00;2023-06-22 13:09:00;6,279;2023-06-22 12:14:00;2023-06-22 13:09:00;55;55;7
1112;Autres;2023-06-21 12:52:00;2023-06-21 20:26:00;32,509;2023-06-21 12:52:00;2023-06-21 17:50:00;455;298;7
1113;Autres;2023-06-21 08:34:00;2023-06-21 18:23:00;5,554;2023-06-21 08:34:00;2023-06-21 10:55:00;589;141;2,5
1114;Autres;2023-06-21 10:41:00;2023-06-21 18:21:00;52,643;2023-06-21 10:41:00;2023-06-21 17:56:00;460;435;7,4
1115;Autres;2023-06-21 08:53:00;2023-06-21 17:10:00;34,795;2023-06-21 08:53:00;2023-06-21 13:57:00;498;304;7,4
1116;Autres;2023-06-21 13:33:00;2023-06-21 15:53:00;7,979;2023-06-21 13:33:00;2023-06-21 15:53:00;141;141;3,5
1117;Autres;2023-06-21 08:21:00;2023-06-21 12:56:00;24,864;2023-06-21 08:21:00;2023-06-21 12:38:00;275;257;6,6
1118;Autres;2023-06-20 11:24:00;2023-06-20 19:20:00;9,214;2023-06-20 11:24:00;2023-06-20 14:47:00;477;203;3,7
1119;Autres;2023-06-20 09:42:00;2023-06-20 18:17:00;12,822;2023-06-20 09:42:00;2023-06-20 16:46:00;516;424;4,5
1120;Autres;2023-06-20 13:09:00;2023-06-20 18:09:00;32,813;2023-06-20 13:09:00;2023-06-20 18:09:00;300;300;6,6
1121;Autres;2023-06-20 08:32:00;2023-06-20 17:41:00;4,491;2023-06-20 08:32:00;2023-06-20 10:27:00;550;116;2,4
1122;Autres;2023-06-20 07:35:00;2023-06-20 12:36:00;4,451;2023-06-20 07:35:00;2023-06-20 10:30:00;302;175;1,6
1123;Autres;2023-06-19 19:55:00;2023-06-20 07:15:00;11,714;2023-06-19 19:55:00;2023-06-19 23:30:00;681;215;3,5
1124;Autres;2023-06-19 11:01:00;2023-06-19 18:55:00;5,324;2023-06-19 11:01:00;2023-06-19 13:13:00;474;132;3,6
1125;Autres;2023-06-19 09:26:00;2023-06-19 17:25:00;13,103;2023-06-19 09:26:00;2023-06-19 16:34:00;480;429;3,5
1126;Autres;2023-06-19 09:06:00;2023-06-19 17:07:00;3,989;2023-06-19 09:06:00;2023-06-19 10:46:00;481;101;2,5
1127;Autres;2023-06-19 08:51:00;2023-06-19 16:33:00;42,77;2023-06-19 08:51:00;2023-06-19 14:47:00;463;356;7,5
1128;Autres;2023-06-19 12:11:00;2023-06-19 13:11:00;6,892;2023-06-19 12:11:00;2023-06-19 13:11:00;61;60;7
1129;Autres;2023-06-18 10:28:00;2023-06-18 21:30:00;13,866;2023-06-18 10:28:00;2023-06-18 15:04:00;662;276;3,6
1130;Autres;2023-06-18 18:33:00;2023-06-18 19:58:00;3,322;2023-06-18 18:33:00;2023-06-18 19:58:00;86;85;2,5
1131;Autres;2023-06-18 07:15:00;2023-06-18 11:19:00;7,665;2023-06-18 07:15:00;2023-06-18 09:27:00;244;132;3,7
1132;Autres;2023-06-16 20:24:00;2023-06-17 08:54:00;35,915;2023-06-16 20:24:00;2023-06-17 07:07:00;750;643;7,8
1133;Autres;2023-06-16 08:02:00;2023-06-16 19:48:00;36,789;2023-06-16 08:02:00;2023-06-16 13:15:00;707;314;7,4
1134;Autres;2023-06-16 11:13:00;2023-06-16 19:26:00;9,411;2023-06-16 11:13:00;2023-06-16 14:44:00;493;211;3,7
1135;Autres;2023-06-16 10:03:00;2023-06-16 17:17:00;11,962;2023-06-16 10:03:00;2023-06-16 16:53:00;435;411;1,9
1136;Autres;2023-06-16 09:02:00;2023-06-16 16:28:00;10,863;2023-06-16 09:02:00;2023-06-16 15:30:00;447;389;3,5
1137;Autres;2023-06-16 08:53:00;2023-06-16 16:20:00;28,492;2023-06-16 08:53:00;2023-06-16 13:08:00;448;255;7,5
1138;Autres;2023-06-16 11:44:00;2023-06-16 14:30:00;8,793;2023-06-16 11:44:00;2023-06-16 14:30:00;167;167;3,5
1139;Autres;2023-06-16 09:26:00;2023-06-16 14:16:00;35,418;2023-06-16 09:26:00;2023-06-16 14:16:00;290;290;7,5
1140;Autres;2023-06-16 12:52:00;2023-06-16 14:02:00;8,084;2023-06-16 12:52:00;2023-06-16 14:02:00;71;71;7
1141;Autres;2023-06-16 08:21:00;2023-06-16 11:50:00;4,08;2023-06-16 08:21:00;2023-06-16 11:01:00;209;160;1,6
1142;Autres;2023-06-15 13:17:00;2023-06-15 18:10:00;32;2023-06-15 13:17:00;2023-06-15 18:10:00;294;294;6,6
